fha_loans,state_abbr,state,,county_name,median_home_value,gse_type,gse_1,gse_2,gse_3,gse_4," gse_1,gse_2,gse_3,gse_4, ",limit_type,fha_1,fha_2,fha_3,fha_4,"fha_1,fha_2,fha_3,fha_4",
TX-441,TX, TEXAS ,441,TAYLOR COUNTY,229000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-443,TX, TEXAS ,443,TERRELL COUNTY,96000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-445,TX, TEXAS ,445,TERRY COUNTY,115000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-447,TX, TEXAS ,447,THROCKMORTON COUNTY,179000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-449,TX, TEXAS ,449,TITUS COUNTY,202000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-451,TX, TEXAS ,451,TOM GREEN COUNTY,219000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-453,TX, TEXAS ,453,TRAVIS COUNTY,497000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,571550,731700,884450,1099150,"571550,731700,884450,1099150",
TX-455,TX, TEXAS ,455,TRINITY COUNTY,128000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-457,TX, TEXAS ,457,TYLER COUNTY,137000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-459,TX, TEXAS ,459,UPSHUR COUNTY,221000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-461,TX, TEXAS ,461,UPTON COUNTY,116000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-463,TX, TEXAS ,463,UVALDE COUNTY,188000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-465,TX, TEXAS ,465,VAL VERDE COUNTY,208000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-467,TX, TEXAS ,467,VAN ZANDT COUNTY,219000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-469,TX, TEXAS ,469,VICTORIA COUNTY,226000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-471,TX, TEXAS ,471,WALKER COUNTY,228000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-473,TX, TEXAS ,473,WALLER COUNTY,371000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-475,TX, TEXAS ,475,WARD COUNTY,196000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-477,TX, TEXAS ,477,WASHINGTON COUNTY,288000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-479,TX, TEXAS ,479,WEBB COUNTY,228000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-481,TX, TEXAS ,481,WHARTON COUNTY,208000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-483,TX, TEXAS ,483,WHEELER COUNTY,122000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-485,TX, TEXAS ,485,WICHITA COUNTY,231000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-487,TX, TEXAS ,487,WILBARGER COUNTY,95000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-489,TX, TEXAS ,489,WILLACY COUNTY,55000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-491,TX, TEXAS ,491,WILLIAMSON COUNTY,497000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,571550,731700,884450,1099150,"571550,731700,884450,1099150",
TX-493,TX, TEXAS ,493,WILSON COUNTY,456000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,524400,671300,811450,1008450,"524400,671300,811450,1008450",
TX-495,TX, TEXAS ,495,WINKLER COUNTY,174000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-497,TX, TEXAS ,497,WISE COUNTY,462000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,531300,680150,822150,1021750,"531300,680150,822150,1021750",
TX-499,TX, TEXAS ,499,WOOD COUNTY,215000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-501,TX, TEXAS ,501,YOAKUM COUNTY,197000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-503,TX, TEXAS ,503,YOUNG COUNTY,148000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-505,TX, TEXAS ,505,ZAPATA COUNTY,84000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
TX-507,TX, TEXAS ,507,ZAVALA COUNTY,63000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
UT-001,UT, UTAH ,001,BEAVER COUNTY,228000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
UT-005,UT, UTAH ,005,CACHE COUNTY,428000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,492200,630100,761650,946550,"492200,630100,761650,946550",
UT-007,UT, UTAH ,007,CARBON COUNTY,213000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
UT-009,UT, UTAH ,009,DAGGETT COUNTY,254000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
UT-013,UT, UTAH ,013,DUCHESNE COUNTY,243000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
UT-015,UT, UTAH ,015,EMERY COUNTY,196000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
UT-017,UT, UTAH ,017,GARFIELD COUNTY,300000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
UT-019,UT, UTAH ,019,GRAND COUNTY,473000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,543950,696350,841750,1046050,"543950,696350,841750,1046050",
UT-021,UT, UTAH ,021,IRON COUNTY,348000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
UT-023,UT, UTAH ,023,JUAB COUNTY,523000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,601450,769950,930700,1156650,"601450,769950,930700,1156650",
UT-025,UT, UTAH ,025,KANE COUNTY,218000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
UT-027,UT, UTAH ,027,MILLARD COUNTY,289000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
UT-031,UT, UTAH ,031,PIUTE COUNTY,300000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
UT-033,UT, UTAH ,033,RICH COUNTY,462000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,531300,680150,822150,1021750,"531300,680150,822150,1021750",
UT-035,UT, UTAH ,035,SALT LAKE COUNTY,539000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,619850,793500,959200,1192050,"619850,793500,959200,1192050",
UT-037,UT, UTAH ,037,SAN JUAN COUNTY,212000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
UT-039,UT, UTAH ,039,SANPETE COUNTY,305000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
UT-041,UT, UTAH ,041,SEVIER COUNTY,300000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
UT-045,UT, UTAH ,045,TOOELE COUNTY,539000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,619850,793500,959200,1192050,"619850,793500,959200,1192050",
UT-047,UT, UTAH ,047,UINTAH COUNTY,319000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
UT-049,UT, UTAH ,049,UTAH COUNTY,523000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,601450,769950,930700,1156650,"601450,769950,930700,1156650",
UT-053,UT, UTAH ,053,WASHINGTON COUNTY,516000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,593400,759650,918250,1141150,"593400,759650,918250,1141150",
UT-055,UT, UTAH ,055,WAYNE COUNTY,376000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-001,VA, VIRGINIA ,001,ACCOMACK COUNTY,95000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-003,VA, VIRGINIA ,003,ALBEMARLE COUNTY,441000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,507150,649250,784800,975300,"507150,649250,784800,975300",
VA-005,VA, VIRGINIA ,005,ALLEGHANY COUNTY,90000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-007,VA, VIRGINIA ,007,AMELIA COUNTY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
VA-009,VA, VIRGINIA ,009,AMHERST COUNTY,260000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-011,VA, VIRGINIA ,011,APPOMATTOX COUNTY,260000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-015,VA, VIRGINIA ,015,AUGUSTA COUNTY,290000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-017,VA, VIRGINIA ,017,BATH COUNTY,107000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-019,VA, VIRGINIA ,019,BEDFORD COUNTY,260000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-021,VA, VIRGINIA ,021,BLAND COUNTY,126000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-023,VA, VIRGINIA ,023,BOTETOURT COUNTY,278000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-025,VA, VIRGINIA ,025,BRUNSWICK COUNTY,182000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-027,VA, VIRGINIA ,027,BUCHANAN COUNTY,80000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-029,VA, VIRGINIA ,029,BUCKINGHAM COUNTY,151000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-031,VA, VIRGINIA ,031,CAMPBELL COUNTY,260000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-033,VA, VIRGINIA ,033,CAROLINE COUNTY,290000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-035,VA, VIRGINIA ,035,CARROLL COUNTY,165000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-036,VA, VIRGINIA ,036,CHARLES CITY COUNTY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
VA-037,VA, VIRGINIA ,037,CHARLOTTE COUNTY,102000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-041,VA, VIRGINIA ,041,CHESTERFIELD COUNTY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
VA-045,VA, VIRGINIA ,045,CRAIG COUNTY,278000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-049,VA, VIRGINIA ,049,CUMBERLAND COUNTY,209000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-051,VA, VIRGINIA ,051,DICKENSON COUNTY,50000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-053,VA, VIRGINIA ,053,DINWIDDIE COUNTY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
VA-057,VA, VIRGINIA ,057,ESSEX COUNTY,215000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-063,VA, VIRGINIA ,063,FLOYD COUNTY,195000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-065,VA, VIRGINIA ,065,FLUVANNA COUNTY,441000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,507150,649250,784800,975300,"507150,649250,784800,975300",
VA-067,VA, VIRGINIA ,067,FRANKLIN COUNTY,278000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-069,VA, VIRGINIA ,069,FREDERICK COUNTY,350000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-071,VA, VIRGINIA ,071,GILES COUNTY,280000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-073,VA, VIRGINIA ,073,GLOUCESTER COUNTY,441000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,507150,649250,784800,975300,"507150,649250,784800,975300",
VA-075,VA, VIRGINIA ,075,GOOCHLAND COUNTY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
VA-077,VA, VIRGINIA ,077,GRAYSON COUNTY,130000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-079,VA, VIRGINIA ,079,GREENE COUNTY,441000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,507150,649250,784800,975300,"507150,649250,784800,975300",
VA-081,VA, VIRGINIA ,081,GREENSVILLE COUNTY,79000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-083,VA, VIRGINIA ,083,HALIFAX COUNTY,90000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-085,VA, VIRGINIA ,085,HANOVER COUNTY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
VA-087,VA, VIRGINIA ,087,HENRICO COUNTY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
VA-089,VA, VIRGINIA ,089,HENRY COUNTY,90000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-091,VA, VIRGINIA ,091,HIGHLAND COUNTY,150000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-093,VA, VIRGINIA ,093,ISLE OF WIGHT COUNTY,441000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,507150,649250,784800,975300,"507150,649250,784800,975300",
VA-095,VA, VIRGINIA ,095,JAMES CITY COUNTY,441000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,507150,649250,784800,975300,"507150,649250,784800,975300",
VA-097,VA, VIRGINIA ,097,KING AND QUEEN COUNTY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
VA-099,VA, VIRGINIA ,099,KING GEORGE COUNTY,395000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-101,VA, VIRGINIA ,101,KING WILLIAM COUNTY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
VA-103,VA, VIRGINIA ,103,LANCASTER COUNTY,230000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-105,VA, VIRGINIA ,105,LEE COUNTY,63000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-109,VA, VIRGINIA ,109,LOUISA COUNTY,299000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-111,VA, VIRGINIA ,111,LUNENBURG COUNTY,75000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-115,VA, VIRGINIA ,115,MATHEWS COUNTY,441000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,507150,649250,784800,975300,"507150,649250,784800,975300",
VA-117,VA, VIRGINIA ,117,MECKLENBURG COUNTY,105000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-119,VA, VIRGINIA ,119,MIDDLESEX COUNTY,325000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-121,VA, VIRGINIA ,121,MONTGOMERY COUNTY,280000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-125,VA, VIRGINIA ,125,NELSON COUNTY,441000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,507150,649250,784800,975300,"507150,649250,784800,975300",
VA-127,VA, VIRGINIA ,127,NEW KENT COUNTY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
VA-131,VA, VIRGINIA ,131,NORTHAMPTON COUNTY,240000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-133,VA, VIRGINIA ,133,NORTHUMBERLAND COUNTY,275000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-135,VA, VIRGINIA ,135,NOTTOWAY COUNTY,174000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-137,VA, VIRGINIA ,137,ORANGE COUNTY,320000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-139,VA, VIRGINIA ,139,PAGE COUNTY,220000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-141,VA, VIRGINIA ,141,PATRICK COUNTY,140000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-143,VA, VIRGINIA ,143,PITTSYLVANIA COUNTY,112000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-145,VA, VIRGINIA ,145,POWHATAN COUNTY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
VA-147,VA, VIRGINIA ,147,PRINCE EDWARD COUNTY,177000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-149,VA, VIRGINIA ,149,PRINCE GEORGE COUNTY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
VA-155,VA, VIRGINIA ,155,PULASKI COUNTY,280000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-159,VA, VIRGINIA ,159,RICHMOND COUNTY,176000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-161,VA, VIRGINIA ,161,ROANOKE COUNTY,278000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-163,VA, VIRGINIA ,163,ROCKBRIDGE COUNTY,280000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-165,VA, VIRGINIA ,165,ROCKINGHAM COUNTY,295000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-167,VA, VIRGINIA ,167,RUSSELL COUNTY,80000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-169,VA, VIRGINIA ,169,SCOTT COUNTY,208000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-171,VA, VIRGINIA ,171,SHENANDOAH COUNTY,240000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-173,VA, VIRGINIA ,173,SMYTH COUNTY,120000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-175,VA, VIRGINIA ,175,SOUTHAMPTON COUNTY,441000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,507150,649250,784800,975300,"507150,649250,784800,975300",
VA-181,VA, VIRGINIA ,181,SURRY COUNTY,234000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-183,VA, VIRGINIA ,183,SUSSEX COUNTY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
VA-185,VA, VIRGINIA ,185,TAZEWELL COUNTY,126000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-191,VA, VIRGINIA ,191,WASHINGTON COUNTY,208000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-193,VA, VIRGINIA ,193,WESTMORELAND COUNTY,240000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-195,VA, VIRGINIA ,195,WISE COUNTY,103000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-197,VA, VIRGINIA ,197,WYTHE COUNTY,175000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-199,VA, VIRGINIA ,199,YORK COUNTY,441000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,507150,649250,784800,975300,"507150,649250,784800,975300",
VA-520,VA, VIRGINIA ,520,BRISTOL CITY,208000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-530,VA, VIRGINIA ,530,BUENA VISTA CITY,134000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
VA-540,VA, VIRGINIA ,540,CHARLOTTESVILLE CITY,441000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,507150,649250,784800,975300,"507150,649250,784800,975300",
VA-550,VA, VIRGINIA ,550,CHESAPEAKE CITY,441000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,507150,649250,784800,975300,"507150,649250,784800,975300",
VA-570,VA, VIRGINIA ,570,COLONIAL HEIGHTS CITY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
VA-580,VA, VIRGINIA ,580,COVINGTON CITY,88000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
